timestep,ep_rew_mean,ep_len_mean,success_rate,grasp_success_rate,place_success_rate,first_grasp_step_mean,grasp_transitions_mean,max_height_mean,n_episodes
2351104,34.41155503,700.0,0.0,0.98,0.0,25.72,13.03,0.07705245530101838,100
2359296,41.054698959999996,700.0,0.0,0.99,0.0,25.7,13.51,0.07713423316905609,100
2367488,43.84940415999999,700.0,0.0,0.99,0.0,24.91,13.31,0.07718475055117639,100
2375680,36.5463811,700.0,0.0,0.98,0.0,25.93,13.27,0.077344767821717,100
2383872,45.40775747,700.0,0.0,0.98,0.0,26.29,12.62,0.07756542345920808,100
2392064,52.875212950000005,700.0,0.0,0.98,0.0,26.52,12.49,0.07694048534687793,100
2400256,64.63650565,700.0,0.0,0.98,0.0,26.79,12.99,0.07698577752789668,100
2408448,50.38674674,700.0,0.0,0.98,0.0,26.14,13.14,0.07720510553055392,100
2416640,51.614017270000005,700.0,0.0,0.98,0.0,26.5,12.86,0.0772269135982778,100
2424832,44.454893199999994,700.0,0.0,0.97,0.0,26.47,12.45,0.07802422440920863,100
2433024,57.268010479999994,700.0,0.0,0.97,0.0,26.98,12.06,0.07803686103884255,100
2441216,61.421158629999994,700.0,0.0,0.98,0.0,27.41,12.16,0.07787868968614987,100
2449408,70.45665571999999,700.0,0.0,0.98,0.0,26.2,12.81,0.07727247362978097,100
2457600,74.58157687,700.0,0.0,0.98,0.0,26.03,12.74,0.07712997892203888,100
2465792,64.39782624,700.0,0.0,0.98,0.0,25.5,12.53,0.07720309117390158,100
2473984,67.74586782000002,700.0,0.0,0.98,0.0,25.23,12.31,0.07721877655182677,100
2482176,89.1381956,700.0,0.0,0.99,0.0,26.07,12.44,0.07824688142209289,100
2490368,105.91500861999997,700.0,0.0,1.0,0.0,26.93,12.71,0.07778436067971191,100
2498560,107.95872691999999,700.0,0.0,1.0,0.0,27.5,12.46,0.07672669592076613,100
2506752,104.26317574,700.0,0.0,1.0,0.0,26.77,12.79,0.07683259758313211,100
2514944,106.63611255999999,700.0,0.0,1.0,0.0,27.03,12.64,0.07800822195467258,100
2523136,117.3915136,700.0,0.0,1.0,0.0,26.34,12.64,0.07795841100812168,100
2531328,124.23480567,700.0,0.0,1.0,0.0,26.41,13.23,0.07929626685719939,100
2539520,133.60176829000002,700.0,0.0,1.0,0.0,26.46,13.43,0.07916595806965214,100
2547712,137.38247321000003,700.0,0.0,1.0,0.0,26.61,12.89,0.07800719377928511,100
2555904,141.44219132999999,700.0,0.0,1.0,0.0,26.64,13.16,0.07812559879201311,100
2564096,140.61568712,700.0,0.0,1.0,0.0,25.48,13.42,0.07976641987167934,100
2572288,138.34454399,700.0,0.0,1.0,0.0,25.68,13.64,0.0797507934468657,100
2580480,144.33265903,700.0,0.0,1.0,0.0,25.56,13.45,0.08075418812436898,100
2588672,144.93095413999998,700.0,0.0,1.0,0.0,26.02,14.1,0.08028346915703038,100
2596864,131.99317229,700.0,0.0,1.0,0.0,26.5,13.81,0.08012377024068863,100
2605056,118.21615835,700.0,0.0,1.0,0.0,26.52,13.66,0.07970097829473353,100
2613248,115.02777497999998,700.0,0.0,1.0,0.0,27.14,14.28,0.08050114957435546,100
2621440,109.42658284999999,700.0,0.0,1.0,0.0,26.88,13.81,0.08016941288377247,100
2629632,110.88182184999998,700.0,0.0,1.0,0.0,28.12,13.95,0.07894755450070551,100
2637824,118.91427986999999,700.0,0.0,1.0,0.0,27.95,13.42,0.07896134534240154,100
2646016,117.38499734999999,700.0,0.0,1.0,0.0,27.4,13.43,0.0776324862485012,100
2654208,106.7417741,700.0,0.0,1.0,0.0,27.8,13.67,0.0777413830541203,100
2662400,115.85585446999998,700.0,0.0,1.0,0.0,27.77,13.63,0.07788771599431911,100
2670592,122.36901024000001,700.0,0.0,1.0,0.0,26.94,14.22,0.07860172779074695,100
2678784,160.64991623999998,700.0,0.0,1.0,0.0,26.59,15.17,0.07772394778238378,100
2686976,160.62889605999996,700.0,0.0,1.0,0.0,26.07,15.08,0.07726581767735165,100
2695168,167.30573908999997,700.0,0.0,1.0,0.0,25.51,14.94,0.07717448841086946,100
2703360,179.0642526,700.0,0.0,1.0,0.0,25.25,15.39,0.07695581456465667,100
2711552,185.74511068,700.0,0.0,1.0,0.0,25.3,15.03,0.0763966150662534,100
2719744,189.39049138000001,700.0,0.0,1.0,0.0,25.07,15.09,0.07680509786740868,100
2727936,189.69996751,700.0,0.0,1.0,0.0,25.14,14.83,0.0766804751386981,100
2736128,186.94882298000005,700.0,0.0,1.0,0.0,25.72,14.1,0.07600118207814824,100
2744320,181.74196542,700.0,0.0,1.0,0.0,25.5,13.39,0.07596372585827876,100
2752512,172.82268700999998,700.0,0.0,1.0,0.0,25.52,12.67,0.07615829984980792,100
2760704,179.05660764999996,700.0,0.0,1.0,0.0,25.2,12.89,0.07612614636533949,100
2768896,164.02917433,700.0,0.0,1.0,0.0,24.89,12.78,0.0761539948288169,100
2777088,178.39255272999998,700.0,0.0,1.0,0.0,25.57,12.34,0.07603563665825568,100
2785280,177.93241518000002,700.0,0.0,1.0,0.0,25.35,12.24,0.07686574747018537,100
2793472,199.49233306,700.0,0.0,1.0,0.0,25.12,12.05,0.077835517646278,100
2801664,203.90964252,700.0,0.0,1.0,0.0,24.5,12.5,0.0785092049414012,100
2809856,199.45302629000003,700.0,0.0,1.0,0.0,24.28,12.09,0.0787138340692336,100
2818048,234.96124657999997,700.0,0.0,1.0,0.0,24.73,12.0,0.07845206818646355,100
2826240,238.16333927999997,700.0,0.0,1.0,0.0,26.18,12.5,0.07820761292128144,100
2834432,244.68561054000003,700.0,0.0,1.0,0.0,26.11,12.17,0.07823798394215449,100
2842624,241.80401791,700.0,0.0,1.0,0.0,25.76,12.12,0.07880093947532,100
2850816,252.46608222999998,700.0,0.0,1.0,0.0,25.6,12.1,0.07883417677673303,100
2859008,249.28963635,700.0,0.0,1.0,0.0,26.18,11.8,0.07785426863453598,100
2867200,253.77571531,700.0,0.0,1.0,0.0,26.33,11.96,0.07618520549846174,100
2875392,257.7077603,700.0,0.0,1.0,0.0,27.28,12.37,0.07575708039116927,100
2883584,256.21585866,700.0,0.0,1.0,0.0,28.49,12.75,0.07539870063960677,100
2891776,245.81685306,700.0,0.0,1.0,0.0,27.42,13.3,0.07569018327229357,100
2899968,240.34041579,700.0,0.0,1.0,0.0,27.82,13.76,0.0761810442999508,100
2908160,229.90945201000002,700.0,0.0,1.0,0.0,28.09,14.25,0.07656329695053737,100
2916352,239.58906446000003,700.0,0.0,1.0,0.0,29.03,14.34,0.0765334646962357,100
2924544,244.84519094000004,700.0,0.0,1.0,0.0,29.4,14.51,0.07683906530384318,100
2932736,243.56282825,700.0,0.0,1.0,0.0,30.23,14.42,0.07689882245598398,100
2940928,246.49363781000002,700.0,0.0,1.0,0.0,31.61,14.12,0.07726363202410697,100
2949120,260.90094854,700.0,0.0,1.0,0.0,29.35,14.1,0.07828729704632266,100
2957312,258.83696793,700.0,0.0,1.0,0.0,28.93,13.71,0.07790738007799931,100
2965504,277.04931716000004,700.0,0.0,1.0,0.0,29.13,12.92,0.07796407891335332,100
2973696,283.91951724,700.0,0.0,1.0,0.0,28.41,12.79,0.07708917614299259,100
2981888,305.13647376,700.0,0.0,1.0,0.0,27.46,12.45,0.07638185449164342,100
2990080,304.19488953,700.0,0.0,1.0,0.0,27.57,12.59,0.07563702010181775,100
2998272,338.03607298000003,700.0,0.0,1.0,0.0,26.94,12.2,0.07520219246479298,100
3006464,337.67067467999993,700.0,0.0,1.0,0.0,25.1,12.73,0.07543539899169817,100
