#{"t_start": 1777043330.825672, "env_id": "None"}
r,l,t,success,grasp_success,place_success,first_grasp_step,grasp_transitions,max_height
-164.667943,700,8850.47856,False,1.0,0.0,126,2,0.07250793702111447
-167.172925,700,8892.327485,False,1.0,0.0,52,3,0.07212845620354058
-185.06684,700,8926.197156,False,1.0,0.0,37,6,0.07273894466365693
-195.885894,700,8961.33271,False,1.0,0.0,35,3,0.07291252121361347
-175.693342,700,8983.30499,False,1.0,0.0,68,5,0.07438881758611604
-183.781898,700,9017.744013,False,1.0,0.0,31,2,0.07342081022478575
-206.283686,700,9051.72179,False,1.0,0.0,49,5,0.07293311181950313
-189.189811,700,9071.4624,False,1.0,0.0,60,5,0.07421727354069907
-186.073934,700,9092.571127,False,0.0,0.0,0,0,0.0704675304197907
-187.079379,700,9117.989919,False,1.0,0.0,48,2,0.07298603301703499
-205.885384,700,9141.02216,False,1.0,0.0,90,4,0.07223349903508203
-190.170287,700,9167.410024,False,0.0,0.0,0,0,0.07045472751512283
-196.302231,700,9197.772486,False,0.0,0.0,0,0,0.07045975177898567
-164.480058,700,9231.521443,False,0.0,0.0,0,0,0.07046745818164346
-191.559358,700,9271.387573,False,1.0,0.0,79,2,0.07269916954618527
-172.373267,700,9295.690641,False,0.0,0.0,0,0,0.07045476914091275
-184.673514,700,9321.953574,False,1.0,0.0,328,4,0.07238389351312247
-196.834077,700,9353.01516,False,1.0,0.0,117,1,0.07455622600420575
-194.255262,700,9381.620868,False,0.0,0.0,0,0,0.07046352621299823
-184.506353,700,9425.29609,False,0.0,0.0,0,0,0.07045461638721207
-109.61498,700,9453.192053,False,1.0,0.0,53,1,0.08764706835930236
-188.542417,700,9485.254251,False,1.0,0.0,95,2,0.07182746935119022
-175.571052,700,9521.201626,False,1.0,0.0,440,1,0.07207777334157639
-196.347515,700,9561.519225,False,0.0,0.0,0,0,0.07045727404921676
-203.188306,700,9614.876894,False,1.0,0.0,60,4,0.07801087429622477
-184.206555,700,9657.436428,False,1.0,0.0,68,1,0.07082246381572754
-178.59999,700,9688.010328,False,1.0,0.0,67,3,0.0719557245011403
-192.412258,700,9720.987976,False,1.0,0.0,41,3,0.07680167298832252
-177.149734,700,9759.386176,False,1.0,0.0,102,2,0.07750826584195247
-176.674416,700,9789.081647,False,1.0,0.0,286,2,0.07325949298344181
-148.315006,700,9824.228822,False,1.0,0.0,53,2,0.07624514845483876
-205.246583,700,9863.059731,False,1.0,0.0,63,5,0.07283354057233182
-187.199318,700,9892.9179,False,0.0,0.0,0,0,0.07045565834360712
-171.341669,700,9919.9366,False,0.0,0.0,0,0,0.07046743586729454
-187.194229,700,9958.655862,False,0.0,0.0,0,0,0.07161920299090696
-167.264106,700,9985.604311,False,1.0,0.0,58,5,0.0717192871333735
-218.032623,700,10022.598144,False,0.0,0.0,0,0,0.0704675446464913
-209.991402,700,10050.499537,False,0.0,0.0,0,0,0.07527511753399996
-171.665484,700,10075.953809,False,1.0,0.0,30,6,0.07939696844864808
-183.971258,700,10102.667761,False,0.0,0.0,0,0,0.07046754785453768
-211.072397,700,10122.935467,False,0.0,0.0,0,0,0.07045431200235863
-163.785211,700,10144.006873,False,0.0,0.0,0,0,0.07175466988376011
-162.040984,700,10168.914816,False,0.0,0.0,0,0,0.07205153215099425
-175.2856,700,10201.352633,False,1.0,0.0,41,1,0.08026861514966754
-172.926031,700,10230.425843,False,0.0,0.0,0,0,0.07045158225708148
-190.240393,700,10273.598198,False,0.0,0.0,0,0,0.07132383247063856
-176.05261,700,10299.218054,False,0.0,0.0,0,0,0.07046353884928047
-215.146557,700,10331.088827,False,1.0,0.0,51,4,0.07358891276384905
-201.334697,700,10352.496175,False,1.0,0.0,25,3,0.07171934928758184
-187.63254,700,10387.990577,False,0.0,0.0,0,0,0.07046800373084305
-223.981892,700,10425.587617,False,0.0,0.0,0,0,0.07045978536488418
-194.585657,700,10453.784265,False,0.0,0.0,0,0,0.07046753764152636
-192.484154,700,10482.598604,False,1.0,0.0,32,1,0.071604098886077
-183.852382,700,10513.705521,False,1.0,0.0,51,5,0.07271520175116875
-182.766901,700,10549.903284,False,1.0,0.0,39,2,0.07580895632683171
-194.656763,700,10575.326282,False,1.0,0.0,35,5,0.10824544929956081
-220.582836,700,10601.313267,False,0.0,0.0,0,0,0.07254557103422099
-201.958915,700,10623.36235,False,0.0,0.0,0,0,0.071634979577613
-177.819322,700,10646.053836,False,0.0,0.0,0,0,0.07636828238307447
-185.254809,700,10674.904721,False,1.0,0.0,67,1,0.07263984029122494
-174.369067,700,10702.238458,False,1.0,0.0,41,2,0.07140932030150804
-201.578344,700,10733.937887,False,0.0,0.0,0,0,0.07046753255901006
-108.89916,700,10761.647078,False,1.0,0.0,101,9,0.08209382661464881
-180.296654,700,10802.627575,False,1.0,0.0,79,4,0.07294240604341051
-190.977306,700,10840.18553,False,0.0,0.0,0,0,0.08342989289172142
-223.225062,700,10865.485095,False,1.0,0.0,35,2,0.07153288368889021
-211.316643,700,10896.847372,False,1.0,0.0,72,1,0.07239233780770948
-175.723067,700,10925.212657,False,0.0,0.0,0,0,0.07045410104799432
-165.95105,700,10959.16847,False,1.0,0.0,37,6,0.08769400613063172
-164.177045,700,10995.768134,False,1.0,0.0,64,3,0.07138125472599421
-176.333003,700,11030.288988,False,0.0,0.0,0,0,0.072550752567205
-203.809379,700,11056.50758,False,0.0,0.0,0,0,0.07045394870349242
-214.712671,700,11094.863624,False,0.0,0.0,0,0,0.07183955790632945
-180.821787,700,11137.629869,False,1.0,0.0,65,12,0.07965615923201508
-208.586075,700,11170.134422,False,1.0,0.0,212,2,0.07313908797528934
-171.160135,700,11208.507652,False,1.0,0.0,63,12,0.07278912334809584
-188.209688,700,11235.76304,False,1.0,0.0,194,8,0.07454908552515993
-178.816412,700,11265.343882,False,1.0,0.0,29,3,0.07279680964553081
-192.466707,700,11289.541743,False,1.0,0.0,29,5,0.07339014203115368
-190.231607,700,11317.298691,False,1.0,0.0,45,3,0.07276213601522274
-171.123979,700,11342.480752,False,0.0,0.0,0,0,0.07155590954173319
-190.64516,700,11367.458283,False,0.0,0.0,0,0,0.07160750419347162
-196.998611,700,11399.089073,False,1.0,0.0,46,4,0.077638261981673
-180.293911,700,11433.415368,False,0.0,0.0,0,0,0.07154475922585002
-170.501624,700,11459.87447,False,1.0,0.0,118,5,0.07225291765156572
-188.123168,700,11488.027957,False,1.0,0.0,47,4,0.07184053616011887
-206.0521,700,11531.312391,False,0.0,0.0,0,0,0.07046756453419256
